#Clock	Room0	Room1	Room2	Room3	
1	0	0	0	0	
2	0	0	0	0	
3	0	0	0	0	
4	0	0	0	0	
5	0	0	0	0	
6	0	0	0	0	
7	0	0	0	0	
8	0	0	0	0	
9	0	0	0	0	
10	0	1	0	0	
11	0	1	0	0	
12	0	1	0	0	
13	0	1	0	0	
14	0	1	0	0	
15	0	1	0	0	
16	0	1	0	0	
17	0	1	0	0	
18	0	1	0	0	
19	0	1	0	0	
20	0	1	0	1	
21	0	1	0	1	
22	0	1	0	1	
23	0	1	0	1	
24	0	1	0	1	
25	0	1	0	1	
26	0	1	0	1	
27	0	1	0	1	
28	0	1	0	1	
29	0	1	0	1	
30	0	1	0	1	
31	0	1	0	1	
32	0	1	0	1	
33	0	1	0	1	
34	0	1	0	1	
35	0	1	0	1	
36	0	1	0	1	
37	0	1	0	1	
38	0	1	0	1	
39	0	1	0	1	
40	0	1	0	1	
41	0	1	0	1	
42	0	1	0	1	
43	0	1	0	1	
44	0	1	0	1	
45	0	1	0	1	
46	0	1	0	1	
47	0	1	0	1	
48	0	1	0	1	
49	0	1	0	1	
50	0	1	0	1	
51	0	1	0	1	
52	0	1	0	1	
53	0	1	0	1	
54	0	1	0	1	
55	0	1	0	1	
56	0	1	1	1	
57	0	1	2	1	
58	0	1	2	1	
59	0	1	2	1	
60	0	1	2	1	
61	0	1	2	1	
62	0	1	2	1	
63	0	1	2	1	
64	0	1	2	1	
65	0	1	2	2	
66	0	1	2	2	
67	0	1	2	2	
68	0	1	2	2	
69	0	1	2	2	
70	0	1	2	2	
71	0	1	2	2	
72	0	1	2	2	
73	0	1	2	3	
74	0	2	2	3	
75	0	2	2	3	
76	0	2	2	3	
77	0	2	2	3	
78	0	2	2	3	
79	1	2	2	3	
80	1	2	2	3	
81	1	2	2	3	
82	1	3	2	3	
83	1	3	2	3	
84	2	3	2	3	
85	2	3	2	4	
86	2	3	2	4	
87	2	3	2	4	
88	2	3	2	4	
89	2	3	2	4	
90	2	3	3	4	
91	2	3	3	4	
92	2	3	3	4	
93	2	3	3	4	
94	2	3	4	5	
95	2	3	4	5	
