#Clock	Room0	Room1	Room2	Room3	
1	0	0	0	0	
2	0	0	0	0	
3	0	0	0	0	
4	0	0	0	0	
5	0	0	0	0	
6	0	0	0	0	
7	0	0	0	0	
8	0	0	0	0	
9	0	0	0	0	
10	0	0	0	0	
11	0	0	0	0	
12	0	0	0	0	
13	0	0	0	0	
14	0	0	0	0	
15	0	0	0	0	
16	0	0	0	0	
17	0	0	0	0	
18	0	0	0	0	
19	0	0	0	0	
20	0	0	0	0	
21	0	0	0	0	
22	0	0	0	0	
23	0	0	0	0	
24	0	0	0	0	
25	0	0	0	0	
26	0	0	0	0	
27	0	0	0	0	
28	0	0	0	0	
29	0	0	0	0	
30	0	0	0	0	
31	0	0	0	0	
32	0	0	0	0	
33	0	0	0	0	
34	0	0	0	1	
35	0	0	0	1	
36	0	0	0	1	
37	0	0	0	1	
38	0	0	0	1	
39	0	0	0	1	
40	0	0	0	1	
41	0	0	0	1	
42	0	0	0	1	
43	0	0	1	1	
44	0	0	1	1	
45	0	0	1	1	
46	0	0	1	1	
47	0	0	1	1	
48	0	0	1	1	
49	0	0	1	1	
50	0	0	1	1	
51	0	0	1	1	
52	0	0	1	1	
53	0	0	1	1	
54	0	0	1	1	
55	0	0	1	1	
56	0	0	1	1	
57	0	0	1	1	
58	0	0	1	1	
59	0	0	1	1	
60	0	0	1	1	
61	0	0	1	1	
62	0	0	1	1	
63	0	0	1	1	
64	0	0	1	1	
65	0	1	1	1	
66	0	1	1	1	
67	0	1	2	1	
68	0	1	2	1	
69	0	1	2	1	
70	0	1	2	2	
71	0	1	2	2	
72	0	1	2	2	
73	0	1	2	2	
74	0	2	2	2	
75	0	2	2	2	
76	0	2	2	2	
77	0	2	2	2	
78	0	2	2	2	
79	1	2	2	2	
80	1	2	2	3	
81	1	2	2	3	
82	1	2	2	3	
83	2	2	2	3	
84	2	2	2	3	
85	2	2	2	3	
86	2	2	2	3	
87	2	2	2	3	
88	2	2	2	3	
89	2	2	2	3	
90	2	2	2	4	
91	2	2	2	4	
92	2	2	2	4	
93	2	3	3	4	
94	2	3	3	4	
95	2	3	3	5	
